commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94
k_68,95,51,35,67,15,64,19,12,83,22,38,74,21,10,6,56,28,27,1,14,55,83,3,18,45,64,83,14,6,57,100,69,90,9,14,95,73,58,23,8,48,46,14,15,85,18,77,92,30,88,55,86,73,72,77,99,17,92,33,15,21,46,36,57,92,60,55,54,8,7,31,62,73,89,17,45,91,42,77,92,48,28,88,66,96,80,73,74,2,38,36,13,56,1,89
k_69,63,39,36,2,1,42,63,89,81,83,14,26,36,11,90,45,93,21,74,45,22,18,100,99,31,42,75,34,36,50,74,60,100,100,92,67,72,26,81,68,25,32,90,96,85,24,22,81,4,16,57,2,49,66,53,55,49,77,42,80,62,34,10,42,23,90,80,13,26,55,58,47,80,73,65,61,83,80,80,8,26,54,45,86,34,45,69,56,62,61,2,8,76,93,27
k_70,56,87,73,38,35,16,8,53,76,72,16,14,97,71,21,87,37,45,84,58,23,1,24,66,29,88,63,9,1,92,100,51,6,47,35,15,40,9,15,70,73,54,19,6,42,64,35,56,7,94,9,55,95,49,81,40,10,98,52,37,65,77,8,9,79,4,48,99,87,98,31,34,15,67,23,8,7,43,5,43,93,68,84,61,15,59,25,72,21,91,63,74,100,97,55
k_71,92,93,56,96,28,58,95,95,48,70,37,13,99,18,32,38,27,73,91,100,1,2,56,97,66,8,90,71,97,22,11,71,13,25,64,83,72,6,73,47,42,76,86,54,31,6,7,69,29,41,84,14,36,73,77,88,66,45,69,54,62,100,92,93,66,81,39,56,92,97,80,54,39,19,12,5,12,87,3,70,31,65,37,35,26,13,78,47,71,54,36,80,55,31,41
k_72,1,53,14,48,37,92,28,5,61,75,49,12,76,81,40,56,31,22,19,5,93,91,85,92,99,16,85,16,34,97,1,6,12,19,39,18,71,38,99,52,89,31,81,13,57,60,25,12,13,81,23,79,88,60,85,66,44,79,24,68,12,18,88,70,29,38,60,26,25,33,74,25,44,60,66,83,49,13,96,99,57,78,47,78,99,5,10,30,1,44,10,65,44,39,34
k_73,70,39,22,60,8,57,61,62,42,72,38,88,34,51,11,5,17,96,9,29,3,63,11,54,21,40,90,42,6,99,87,91,36,96,9,22,77,37,6,37,40,63,81,66,79,40,25,50,35,85,83,63,60,84,89,45,37,6,62,38,47,96,42,75,34,77,84,55,22,40,15,9,43,8,14,33,100,40,30,26,39,30,100,61,25,25,7,63,87,70,20,80,11,11,27
k_74,20,9,17,92,59,45,89,32,51,2,37,80,23,39,93,99,68,35,73,15,93,66,83,68,1,81,33,8,15,75,42,17,16,81,65,90,31,3,83,48,93,82,97,78,78,88,45,9,11,41,37,54,29,51,92,56,57,57,70,87,98,40,19,71,9,4,29,63,69,39,55,81,12,25,70,42,80,76,90,63,16,69,45,14,21,50,47,85,96,23,86,15,85,47,3
k_75,70,21,28,85,94,83,46,80,35,18,50,73,8,20,24,87,10,14,45,77,3,18,33,90,62,60,37,2,21,9,93,79,3,53,70,38,85,17,24,1,53,80,20,27,74,82,21,36,96,59,56,90,43,15,75,64,59,13,82,32,66,84,67,75,99,71,10,92,89,98,99,37,61,65,57,56,5,82,40,38,76,49,20,84,15,44,44,53,10,99,22,12,32,22,38
k_76,8,72,52,29,60,5,42,71,30,31,6,59,23,43,58,55,34,95,14,57,29,63,39,98,71,1,93,87,49,97,70,18,70,27,65,56,20,92,72,91,25,91,89,59,85,73,44,6,28,40,12,92,46,72,30,8,28,84,99,41,71,92,57,62,9,46,43,8,72,82,9,86,52,16,39,51,40,70,75,98,84,36,76,4,12,28,11,35,46,12,84,65,86,60,2
k_77,67,80,77,36,64,84,34,6,28,99,32,42,61,21,61,48,88,22,53,60,14,53,75,42,74,31,62,26,53,31,10,4,34,44,79,16,94,60,31,72,61,72,25,21,46,45,92,12,72,67,27,53,74,3,5,95,37,26,10,89,43,85,34,77,41,98,36,79,35,9,16,50,94,84,100,13,26,69,92,80,88,88,62,37,80,1,86,52,14,91,51,50,7,38,79
k_78,97,37,26,84,46,32,87,39,19,66,14,36,30,20,1,7,48,6,93,78,77,81,97,97,46,59,75,6,81,38,28,55,54,95,56,29,83,28,4,10,32,63,27,17,29,8,35,69,2,39,87,97,53,22,91,67,58,30,61,93,38,27,63,48,59,36,4,50,24,73,53,57,32,53,8,39,30,58,24,36,12,91,81,99,93,96,63,92,19,94,70,16,1,88,9
k_79,53,26,52,98,7,62,67,35,12,47,16,76,35,91,12,80,91,11,33,29,71,68,25,34,63,46,19,1,4,79,93,65,41,85,23,50,52,19,60,90,100,21,86,50,81,94,58,13,83,96,17,73,14,57,72,65,78,58,15,94,26,68,26,66,36,54,31,75,92,1,61,7,62,82,34,57,54,49,79,15,47,72,3,69,57,38,94,29,21,51,62,75,32,49,74
k_80,84,33,37,78,87,59,9,8,83,28,82,53,100,6,59,58,43,46,11,62,46,74,72,13,91,38,75,46,51,35,31,35,56,43,82,28,17,39,41,2,60,76,73,9,76,21,33,71,95,63,46,87,80,78,59,3,100,56,92,43,90,70,86,75,10,42,99,66,61,29,65,99,13,33,88,80,47,85,28,75,74,99,50,25,12,67,23,27,82,68,19,62,34,28,14
k_81,11,28,99,72,2,59,75,67,32,39,51,80,85,91,81,53,67,6,1,60,17,44,33,22,46,96,12,63,88,39,41,11,84,31,96,89,12,25,53,2,16,14,67,71,35,23,83,84,22,40,54,71,79,63,87,23,69,85,20,47,33,11,16,14,21,81,83,22,99,81,6,88,37,67,23,15,75,67,10,77,6,72,9,59,47,98,22,84,76,80,69,71,11,47,67
k_82,60,59,56,76,78,17,2,64,83,63,73,19,25,34,10,37,76,43,83,57,75,94,45,20,50,27,88,21,8,53,40,99,55,89,82,59,38,44,88,90,96,40,82,69,51,54,89,39,86,68,87,18,22,84,77,45,85,79,29,16,8,58,94,58,98,76,50,49,59,37,78,63,45,30,57,86,13,88,1,72,58,36,33,13,39,4,63,32,28,33,58,91,23,51,44
k_83,45,35,1,36,51,40,1,21,61,26,98,59,5,99,92,71,28,69,12,30,5,56,74,96,30,48,97,8,52,56,4,40,79,97,89,58,58,32,29,27,66,76,41,55,11,95,83,70,56,91,93,79,22,34,69,11,61,9,46,15,98,92,83,8,29,38,19,71,99,11,60,33,21,46,20,1,56,30,67,11,94,94,53,9,100,1,8,37,62,94,59,100,73,50,5
k_84,85,59,67,53,81,85,87,57,34,61,2,91,66,99,38,49,78,75,92,94,77,84,23,51,10,68,82,33,7,19,55,7,83,26,95,56,67,24,39,4,31,69,100,89,28,80,67,74,12,15,49,58,29,81,45,21,44,20,10,42,32,8,19,84,11,27,57,45,29,57,17,5,39,70,53,2,5,67,63,93,57,74,73,34,6,58,56,68,1,71,65,39,56,18,64
k_85,45,91,18,41,59,2,98,84,6,43,24,100,90,72,28,48,57,11,62,70,76,27,97,100,100,10,82,30,19,88,6,54,8,95,79,6,18,79,67,76,24,100,80,35,35,39,38,13,64,85,20,7,99,33,50,80,19,20,8,57,84,82,29,71,90,45,31,93,21,59,79,29,90,23,94,10,35,80,92,17,93,74,46,10,14,75,18,93,89,10,78,48,53,68,38
k_86,100,46,73,82,95,12,20,68,71,89,63,100,3,38,70,1,62,68,30,46,16,60,71,15,83,22,4,69,21,83,45,64,25,25,17,76,24,92,30,94,74,10,55,1,37,72,100,87,54,97,41,1,94,6,83,50,93,97,67,60,74,15,70,77,21,70,67,40,87,21,81,55,96,90,94,43,57,18,40,69,29,87,68,38,11,99,97,43,67,22,64,61,5,43,2
k_87,15,43,100,17,26,22,63,12,67,6,65,89,4,67,74,32,11,27,56,45,83,76,16,92,30,51,63,63,3,85,9,19,91,88,25,11,18,57,20,9,78,43,51,80,85,92,56,52,75,25,68,41,17,91,8,35,15,76,79,41,28,48,76,3,4,28,71,21,64,56,57,48,15,11,29,45,44,92,91,88,20,91,47,6,41,21,50,66,2,8,7,71,27,89,24
k_88,22,92,61,36,52,70,80,73,57,74,55,77,48,32,74,43,68,61,48,71,23,45,29,26,97,38,42,61,65,48,77,23,79,70,46,78,34,84,71,88,5,9,20,46,44,50,56,75,56,53,67,55,69,17,11,26,41,20,43,14,29,41,25,100,27,29,66,28,38,60,76,72,86,15,74,56,16,87,18,97,31,95,39,33,25,27,39,73,60,15,72,94,25,92,97
k_89,16,37,6,61,88,92,1,55,21,96,31,72,12,33,80,55,13,28,45,59,75,94,39,92,5,30,4,61,11,58,49,73,34,65,19,57,49,2,22,1,49,19,29,23,27,73,82,39,7,19,90,53,72,34,57,96,28,2,40,4,33,41,52,30,56,6,18,3,9,83,42,59,41,83,35,67,34,28,46,59,12,23,8,77,89,27,57,49,33,56,84,62,35,44,50
k_90,74,45,82,3,55,1,86,27,7,48,9,82,93,58,46,21,11,83,78,72,76,51,87,55,64,57,80,30,48,97,84,71,29,72,77,8,3,50,76,79,68,75,3,35,97,94,52,26,76,32,88,90,70,72,74,32,48,85,83,45,47,21,45,22,4,87,57,41,33,98,97,66,96,47,49,6,23,52,71,20,25,1,79,5,18,16,52,100,76,82,5,15,71,64,59
k_91,99,60,41,5,52,58,79,86,92,82,42,20,70,45,12,90,14,46,61,74,40,53,94,50,78,92,4,82,46,22,4,13,71,95,12,95,14,44,87,42,66,44,11,94,37,60,12,40,42,72,55,99,3,78,74,66,86,56,59,73,12,84,6,44,28,10,49,16,23,57,13,41,7,72,60,45,39,92,79,77,31,81,73,80,41,14,48,96,90,30,82,45,45,68,84
k_92,73,77,5,84,73,43,57,9,86,36,42,93,77,54,8,39,70,13,68,36,2,98,88,24,69,70,59,59,79,22,48,97,56,29,38,24,32,48,46,80,4,37,52,75,83,72,54,54,43,7,30,47,66,88,15,38,100,51,87,87,33,42,10,77,21,79,39,72,69,83,94,10,99,18,56,84,75,56,80,13,42,100,2,8,100,13,44,7,59,4,57,71,31,39,15
k_93,20,46,99,44,97,60,71,86,64,99,20,4,49,79,33,89,71,93,65,91,27,22,54,50,17,5,20,55,34,49,6,76,65,6,96,90,13,64,40,21,90,77,13,11,81,8,99,68,58,37,37,96,48,19,39,65,4,29,76,57,12,17,51,43,3,63,60,39,49,85,4,36,37,31,67,18,90,72,92,77,70,53,27,65,80,17,27,76,45,41,44,50,73,7,67
k_94,41,51,12,3,87,70,54,40,14,99,80,96,56,29,40,65,29,25,89,57,75,76,58,14,7,77,13,39,17,11,42,66,60,96,16,23,40,45,39,60,1,21,32,27,99,34,96,87,66,5,82,56,48,82,6,46,20,55,16,45,76,21,43,9,17,93,72,31,95,20,79,91,29,93,69,15,82,61,8,82,97,83,45,10,15,56,50,88,3,43,41,82,61,13,57
k_95,97,25,90,24,25,95,10,94,100,82,58,29,91,31,95,8,22,79,4,19,82,76,55,49,81,74,90,88,45,86,13,59,14,43,88,51,32,80,60,16,80,27,35,75,79,66,52,38,43,39,7,3,38,19,43,7,88,28,82,9,85,28,53,56,44,13,6,80,43,84,58,17,97,33,94,25,21,14,73,37,11,27,57,96,93,58,69,61,13,39,66,12,65,12,65
k_96,65,24,13,90,52,62,70,50,76,64,76,13,4,14,42,23,14,81,21,53,24,51,52,3,63,29,78,53,67,59,70,57,36,64,33,11,90,27,54,15,95,73,95,43,91,75,1,92,5,80,35,2,53,58,54,32,95,36,32,72,19,93,1,16,66,12,2,90,34,36,86,15,22,12,56,95,75,5,5,56,96,50,92,42,62,60,81,34,81,79,85,42,86,41,8
k_97,11,35,92,81,55,50,70,35,12,34,8,54,18,42,78,1,10,1,92,7,61,90,62,41,96,49,87,20,10,10,79,79,26,8,62,22,60,47,34,47,59,60,30,81,78,11,27,7,26,71,22,39,9,76,25,19,47,11,1,58,27,74,41,23,2,29,27,58,98,10,7,43,91,94,64,85,98,59,12,68,61,47,73,71,52,34,55,31,34,82,39,4,66,77,31
k_98,1,39,62,36,90,22,56,97,78,35,91,61,97,32,3,51,57,72,91,58,30,5,56,28,89,28,90,12,78,22,49,49,26,29,43,57,46,90,36,64,63,10,90,20,38,26,34,90,73,15,13,32,46,9,18,27,42,6,35,23,79,27,94,91,21,81,69,14,92,2,70,100,2,10,30,97,49,10,18,25,14,30,30,10,54,6,10,58,81,44,26,76,41,77,30
k_99,98,89,65,75,37,12,94,16,9,64,66,23,92,47,99,50,76,84,17,15,61,80,11,66,5,69,62,2,15,94,36,51,25,13,72,12,71,50,10,25,38,29,15,71,19,40,49,6,29,81,27,96,20,62,4,78,69,83,41,1,43,82,87,36,60,49,81,11,35,92,30,96,43,1,68,11,39,53,56,72,66,61,18,17,66,94,29,65,96,62,9,88,36,65,13
