commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_8,e_9
k_86,45,81,11,3,90,81,15,82,38,1,99,36,49,4,17,68,46,49,78,69,98,35,48,69,24,20,64,46,98,35,87,12,88,43,90,38,51,21,64,41,37,40,13,79,6,23,21,5,49,9,88,90,38,13,79,12,49,2,23,39,39,62,71,54,5,20,18,47,36,90,81,41,86,80,76
k_87,84,12,70,75,42,29,91,19,90,20,73,99,49,62,9,49,99,20,35,4,82,55,15,52,38,93,98,66,53,77,74,85,38,27,36,100,2,32,78,52,87,27,40,69,72,93,62,37,34,66,17,53,17,3,41,54,65,79,74,41,3,26,65,67,10,56,40,73,80,8,37,56,19,41,82
k_88,70,95,4,51,91,21,80,43,41,67,71,36,8,10,27,87,41,10,15,42,70,97,85,80,73,81,21,28,19,5,40,93,37,87,15,51,79,40,11,89,56,20,26,86,87,78,32,13,15,38,10,54,76,80,89,54,58,10,34,3,13,75,47,84,67,32,44,57,69,12,63,44,23,47,62
k_89,1,23,31,92,59,97,18,63,78,20,60,96,90,40,75,18,86,4,58,23,46,36,50,83,42,33,36,34,25,14,7,50,73,11,92,68,20,28,36,72,43,93,42,76,17,77,69,73,28,14,34,46,23,50,69,14,59,59,39,93,44,55,81,87,48,53,8,6,59,6,25,78,71,96,23
k_90,72,8,21,21,20,86,62,43,77,58,54,68,58,42,57,32,87,81,40,61,16,29,86,98,99,46,52,19,81,35,59,99,97,81,58,24,81,51,8,84,73,8,15,74,43,64,12,67,85,27,47,91,85,50,46,30,75,13,94,93,73,27,28,10,21,43,38,47,59,45,81,3,3,16,20
k_91,62,37,1,37,63,100,20,27,2,13,90,61,61,83,62,98,95,20,64,88,66,53,84,31,57,53,53,90,43,74,90,17,99,79,1,75,63,82,14,18,25,93,52,75,81,52,89,2,58,83,73,8,33,12,76,34,47,68,57,27,33,74,95,93,90,13,66,52,68,91,75,85,83,78,97
k_92,83,32,40,22,58,61,30,11,99,70,28,54,49,76,82,49,77,74,99,70,46,59,88,56,12,63,93,4,76,34,3,73,92,41,3,13,3,23,76,68,29,29,45,79,34,97,63,54,46,25,49,31,77,32,13,4,53,55,13,44,30,17,33,35,78,5,3,69,75,83,20,52,27,54,40
k_93,6,26,81,99,90,70,16,64,2,77,39,45,52,39,99,39,84,69,56,12,16,18,11,90,10,58,68,73,31,95,2,31,38,46,37,77,50,4,64,74,10,63,13,31,35,33,55,95,37,9,51,100,14,66,94,76,24,20,20,9,75,53,35,21,22,92,7,79,17,35,80,53,19,73,82
k_94,65,17,88,51,69,84,57,6,62,20,17,60,66,33,45,88,86,35,57,24,26,9,4,78,23,36,99,73,65,90,11,80,19,86,45,32,91,82,39,11,82,100,60,96,30,51,96,28,91,49,20,30,70,25,70,6,97,60,86,71,55,63,16,59,14,85,2,70,25,18,73,67,23,15,9
k_95,58,77,71,95,64,64,6,45,87,25,21,23,56,19,46,70,66,5,60,61,43,95,69,88,76,99,32,43,64,46,84,40,27,43,15,33,19,75,24,54,14,82,74,88,36,31,24,43,47,17,1,17,72,2,1,30,29,55,35,20,27,5,4,56,16,28,58,62,53,89,61,24,10,72,23
k_96,11,3,78,84,14,52,26,89,98,71,100,39,64,84,24,29,69,26,79,8,6,34,58,86,58,20,48,75,18,39,43,91,2,45,25,1,66,74,52,18,23,87,89,56,65,32,29,71,20,17,92,55,28,65,35,42,74,11,33,60,73,7,58,100,88,51,20,96,16,33,54,94,29,47,72
k_97,63,99,59,84,80,36,20,58,61,85,38,52,98,19,40,88,98,2,56,61,91,32,41,91,11,48,40,49,19,52,88,97,23,71,28,35,8,7,36,3,55,72,95,47,65,6,15,67,76,86,61,11,57,34,90,35,44,55,13,86,76,29,99,69,7,80,42,85,40,48,59,9,16,29,7
k_98,41,62,47,10,22,95,40,59,73,46,27,28,18,38,75,7,13,71,99,54,45,21,84,87,16,14,58,71,67,74,73,22,19,99,76,39,16,40,11,22,1,38,59,29,84,58,74,80,67,85,59,85,67,71,62,6,96,72,50,16,75,85,86,78,7,12,85,80,52,40,16,60,89,6,47
k_99,31,15,58,37,7,83,87,70,23,11,55,27,50,73,77,36,45,21,66,12,93,50,6,20,55,78,43,21,24,23,20,74,58,100,77,78,92,86,97,90,96,31,73,64,63,22,68,21,86,34,49,15,28,28,10,62,32,58,71,90,67,76,38,55,47,65,68,5,36,3,17,86,11,5,29
