commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_8,e_9
k_86,23,68,13,93,27,55,79,89,36,25,70,27,17,35,4,16,10,78,14,16,1,43,65,60,76,34,1,78,89,47,87,9,50,50,69,66,24,8,58,4,81,94,55,64,52,12,79,16,16,53,32,41,95,46,95,81,9,21,88,82,65,29,2,21,15,33,88,88,54,100,57,7,66,18,60
k_87,33,80,55,47,33,75,75,80,90,73,77,54,14,67,31,32,36,33,7,78,16,34,38,6,43,28,78,17,68,70,52,20,45,13,7,37,47,35,9,99,78,42,55,19,100,8,88,65,19,65,25,7,41,91,52,40,74,65,99,80,4,83,5,84,35,11,94,74,62,82,94,37,8,7,27
k_88,99,28,42,59,34,9,10,17,8,89,63,57,7,14,87,31,21,2,59,4,26,52,46,26,18,47,82,99,90,3,96,97,14,14,15,83,36,97,14,17,8,3,93,17,67,96,76,47,68,30,98,60,38,51,14,56,67,12,84,58,89,45,79,80,4,19,42,79,97,93,18,63,93,23,92
k_89,4,52,45,51,64,46,65,88,65,68,30,84,84,17,77,53,9,83,56,51,93,96,41,30,77,56,20,18,92,88,90,87,64,1,71,70,84,48,80,73,34,69,87,84,60,30,1,88,18,24,41,6,26,43,39,76,84,8,23,3,14,42,97,80,95,92,59,39,100,15,16,57,23,33,46
k_90,2,8,43,42,28,42,44,44,13,50,36,15,37,37,2,68,11,98,45,45,2,72,48,52,25,69,31,77,85,97,86,55,7,27,14,32,100,15,82,60,95,97,75,70,88,54,98,79,75,77,61,27,80,90,67,72,7,35,49,94,82,39,16,73,17,18,18,72,22,83,75,83,99,28,59
k_91,8,67,13,65,78,99,7,21,43,85,59,46,46,61,46,41,9,9,26,15,93,22,96,98,25,42,92,15,80,83,13,49,67,72,32,47,65,79,63,34,67,98,36,9,16,43,44,62,30,29,51,52,37,60,57,4,41,20,44,96,53,68,61,10,18,28,73,14,83,47,20,97,24,44,7
k_92,41,95,56,14,94,86,31,83,27,46,23,73,61,8,89,56,89,74,97,74,50,77,92,24,35,53,74,25,64,82,64,7,31,44,33,84,27,100,98,98,55,16,43,30,95,5,89,65,49,42,43,63,99,9,41,71,94,83,67,15,76,40,5,32,92,31,93,76,7,49,98,43,36,45,74
k_93,5,5,55,71,15,52,3,46,38,54,92,37,17,34,21,46,12,39,27,62,57,16,89,20,31,38,62,79,92,45,56,11,39,15,50,63,12,44,42,66,58,94,93,58,62,26,60,93,15,62,24,76,8,53,70,7,81,80,29,50,47,14,26,5,22,16,7,24,35,26,63,71,6,13,95
k_94,10,35,32,70,9,41,92,47,74,46,15,24,78,24,50,48,83,92,73,6,65,60,4,94,11,35,6,56,33,84,1,17,56,95,71,16,1,48,23,53,50,71,53,80,45,63,91,77,10,67,59,3,36,61,91,43,29,49,95,48,76,14,24,81,9,37,92,1,85,47,71,100,69,24,90
k_95,68,69,33,37,62,99,22,18,26,41,46,31,15,25,18,34,58,25,95,49,74,45,16,7,72,99,93,21,41,77,40,49,28,32,60,23,6,72,7,54,85,50,72,24,45,84,7,52,11,71,38,27,9,40,47,46,34,67,47,23,37,99,9,13,56,66,92,30,50,72,4,77,5,92,3
k_96,38,9,8,56,16,61,57,53,47,66,32,98,47,43,16,93,78,51,10,87,57,95,87,26,80,93,5,2,39,11,87,90,73,29,2,21,79,46,51,64,89,62,69,48,29,13,40,17,54,58,96,80,29,89,44,48,26,44,42,78,42,86,26,55,52,53,70,76,94,72,81,33,97,69,13
k_97,91,51,86,10,75,4,7,87,20,35,94,47,65,99,5,77,85,78,89,1,11,53,11,92,100,48,77,36,93,3,19,17,99,76,23,85,74,16,50,64,49,69,17,82,30,21,18,13,43,45,43,38,25,54,8,34,33,66,53,97,75,79,74,81,91,18,30,3,76,44,59,56,48,50,90
k_98,61,46,49,50,1,19,4,81,36,44,29,42,62,93,2,22,99,31,21,11,31,50,23,7,9,95,44,96,35,74,75,11,1,80,38,15,10,85,58,84,18,90,57,28,79,67,5,48,100,49,12,50,60,76,75,29,7,31,88,76,84,57,87,87,20,32,62,78,16,19,88,9,72,7,4
k_99,99,66,87,15,63,29,94,43,19,14,80,99,47,20,17,80,54,31,85,23,92,64,71,4,94,28,43,46,20,12,80,63,33,73,24,93,30,36,34,84,5,17,86,25,18,12,32,65,35,98,38,99,67,54,63,29,53,84,30,95,74,92,19,40,55,35,8,98,73,82,51,8,36,15,74
