commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_8,e_9
k_86,45,86,33,10,45,41,67,41,87,68,6,83,75,24,17,79,18,88,98,40,27,96,78,93,85,82,56,17,52,20,100,53,85,64,94,62,51,46,3,86,85,86,69,89,96,67,89,15,40,74,65,74,81,17,80,55,74,4,83,88,4,45,94,98,39,1,29,19,67,47,39,13,91,90,12
k_87,20,6,2,75,93,40,62,80,77,100,83,67,6,18,72,67,85,86,96,85,36,98,32,9,87,53,98,38,3,78,6,88,77,23,21,26,25,46,45,33,46,59,63,22,30,72,79,62,25,38,4,18,80,100,54,61,96,60,20,49,21,100,23,21,80,44,22,8,25,51,51,51,5,61,57
k_88,5,95,48,34,32,17,74,95,89,31,13,96,62,44,43,34,66,76,10,34,90,32,62,97,24,8,82,59,69,97,46,18,75,94,94,56,89,76,13,95,93,25,88,79,85,75,68,23,34,80,49,92,71,65,41,51,91,70,70,96,42,62,16,53,92,29,41,42,40,50,51,57,70,45,89
k_89,45,13,48,80,10,5,42,33,75,59,35,87,42,35,84,84,69,48,92,50,9,56,91,67,37,72,35,82,59,60,81,73,15,71,77,6,59,100,80,8,42,5,53,50,85,89,55,63,30,31,91,26,33,87,44,53,3,20,46,46,44,22,32,28,69,22,15,73,19,18,78,71,33,77,33
k_90,44,84,80,28,43,13,31,13,27,35,14,31,41,2,81,71,65,90,69,68,25,98,10,41,46,81,95,73,47,95,10,41,46,2,8,6,12,76,38,69,51,29,74,3,93,50,27,99,90,32,43,20,5,39,13,16,45,72,62,33,76,51,14,45,45,58,15,22,48,83,94,22,50,29,46
k_91,88,89,36,79,14,36,97,78,86,82,15,93,41,50,74,71,53,63,71,18,91,17,7,71,43,75,12,3,1,74,69,59,1,69,2,12,76,75,35,57,44,71,64,28,89,55,88,31,18,54,48,9,75,48,30,77,32,84,79,43,100,29,58,68,20,18,97,26,35,95,81,17,49,1,93
k_92,21,62,18,88,83,95,43,12,56,79,44,40,20,66,85,29,82,67,93,91,81,46,58,42,64,18,30,44,33,66,45,96,66,76,92,89,93,76,68,61,15,32,63,29,65,4,24,19,61,90,46,93,84,72,47,8,58,22,10,77,72,47,13,47,48,63,33,64,28,15,30,45,63,24,47
k_93,34,81,89,48,47,96,32,46,20,95,29,20,68,46,91,65,22,73,53,80,11,58,42,89,83,27,79,67,10,57,55,70,17,66,30,25,35,58,21,18,13,14,92,17,92,77,18,84,13,67,61,68,67,34,53,58,13,62,5,8,28,92,21,94,93,29,97,23,6,29,22,40,81,15,17
k_94,25,17,46,53,71,21,86,32,57,73,82,100,68,61,20,94,59,98,37,28,16,72,54,77,100,26,75,51,65,68,49,12,58,18,56,2,55,54,76,49,11,64,81,68,59,39,21,97,28,74,95,46,58,95,15,21,6,43,90,85,73,98,47,80,3,86,85,9,31,26,83,33,31,90,32
k_95,94,33,58,15,78,26,33,84,98,41,45,24,95,86,2,23,75,53,59,31,54,57,46,62,88,3,46,67,34,56,26,34,52,90,13,32,20,62,33,51,33,7,67,12,15,25,94,29,3,40,31,72,92,91,31,37,64,56,80,76,7,99,18,52,29,37,10,83,32,35,15,79,28,91,98
k_96,85,76,33,15,2,71,85,76,78,53,47,16,62,82,65,25,66,36,36,62,79,81,61,40,72,21,60,52,89,9,60,7,51,88,51,51,99,99,79,16,17,45,18,44,58,84,53,45,17,22,92,73,88,6,96,43,21,53,38,6,75,67,6,2,71,65,72,14,83,27,81,38,15,59,10
k_97,81,95,14,56,3,36,19,17,89,58,56,84,26,45,83,1,24,59,64,25,62,99,20,26,32,10,10,27,9,69,27,90,50,10,39,59,87,94,80,36,58,10,2,73,48,54,60,58,49,67,47,4,1,15,36,3,13,87,98,71,65,77,97,81,67,34,84,78,27,97,65,12,41,99,24
k_98,8,21,19,34,89,56,43,30,51,85,96,77,67,34,72,79,5,22,27,18,7,11,40,35,10,45,8,56,70,31,7,45,17,60,43,45,100,75,68,8,64,19,90,28,51,7,26,38,24,69,53,15,93,7,86,34,4,26,18,42,98,21,59,29,70,47,36,84,64,8,7,31,47,66,62
k_99,39,25,12,39,48,87,64,81,94,97,6,33,17,42,69,96,66,29,63,81,99,38,16,45,24,26,55,100,22,21,7,97,9,71,33,82,29,43,97,76,49,88,61,64,59,92,69,45,69,16,13,20,40,74,5,84,31,89,76,24,93,75,37,17,100,63,31,12,62,21,88,26,57,74,41
