commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94
k_68,61,55,98,92,33,32,35,45,7,35,79,93,65,27,91,79,86,34,2,31,71,95,90,54,43,70,60,60,36,81,17,90,53,83,7,100,72,51,48,52,50,52,62,65,96,34,70,8,51,33,100,60,97,25,89,88,42,17,84,60,70,73,66,50,68,27,67,96,21,37,75,15,42,27,40,43,7,10,45,56,88,22,47,35,44,9,18,12,43,40,89,38,72,46,40
k_69,11,90,39,76,67,18,33,36,79,94,33,5,81,14,72,76,80,91,9,15,12,8,35,54,46,83,85,34,82,17,92,35,68,92,63,52,17,37,47,97,32,96,4,66,72,74,100,93,81,89,9,55,30,66,55,24,81,75,53,53,23,59,22,92,69,62,16,1,56,69,60,81,34,32,46,15,66,17,84,69,5,3,70,70,43,48,33,38,63,99,66,90,82,57,94
k_70,37,86,33,48,98,20,65,92,71,78,42,5,67,4,62,64,57,46,5,43,83,15,48,71,88,49,57,74,72,57,27,27,79,93,8,87,33,96,82,47,58,15,41,93,71,19,82,55,64,54,56,78,5,36,47,62,18,86,77,87,45,67,1,60,19,63,67,47,12,21,42,94,73,55,71,71,67,43,1,57,26,99,72,93,80,80,42,82,89,61,85,61,15,36,82
k_71,64,18,65,73,69,16,47,89,79,86,41,77,91,4,40,76,75,75,38,1,67,25,39,74,8,74,28,79,52,6,36,73,15,73,67,26,65,2,58,87,38,69,39,33,52,79,36,37,79,5,51,53,9,96,3,88,46,27,49,77,60,47,67,98,30,26,37,45,43,30,60,69,86,95,74,58,77,81,41,48,22,17,18,42,81,90,15,54,27,11,90,21,99,50,58
k_72,17,2,14,88,32,46,88,65,1,1,36,91,17,74,7,54,87,57,93,9,95,7,8,18,60,33,55,47,19,73,32,86,75,96,41,100,4,55,78,97,25,13,74,46,27,20,46,51,6,8,87,18,15,30,2,35,15,71,16,28,20,37,38,77,30,65,24,92,3,33,17,95,77,66,8,69,57,66,18,44,63,42,34,67,21,61,20,88,56,55,80,68,76,1,27
k_73,60,22,88,30,63,90,12,71,62,55,50,97,83,67,83,80,85,83,62,9,4,3,72,74,31,11,61,83,65,54,4,88,7,45,40,19,14,43,98,76,92,88,35,60,15,41,41,49,30,51,73,48,1,10,37,42,46,21,86,30,11,14,41,44,89,24,35,83,51,30,58,47,72,37,76,43,58,99,53,98,52,56,62,14,99,86,40,66,7,48,80,90,28,72,81
k_74,49,41,33,77,42,17,33,25,83,43,80,3,44,65,99,91,82,5,61,67,96,5,67,91,12,96,57,27,65,92,39,33,52,48,21,78,53,99,41,57,36,12,73,62,40,61,39,13,57,9,33,73,62,13,16,64,69,36,11,63,51,2,44,76,73,69,35,62,84,61,26,31,45,71,38,30,61,75,76,2,90,87,36,90,9,48,52,47,61,18,78,10,42,12,77
k_75,94,10,33,56,91,89,54,5,4,96,44,97,86,41,76,36,56,9,6,81,66,81,86,35,55,73,35,18,69,100,50,98,61,15,49,20,75,62,41,71,18,66,81,83,33,45,91,60,28,67,92,29,61,57,52,35,65,76,34,87,54,52,95,89,29,36,78,77,88,17,45,8,2,89,47,21,75,82,62,67,86,15,17,4,5,36,16,39,57,40,42,5,82,54,74
k_76,7,17,48,68,42,88,71,14,28,43,70,46,80,27,73,66,43,56,71,96,6,82,93,94,27,14,13,74,9,79,50,74,95,5,62,16,76,49,34,46,68,52,63,31,5,98,38,42,50,79,73,33,62,40,72,39,32,14,75,41,60,92,9,19,6,3,36,65,51,11,62,31,62,64,24,5,67,29,5,27,20,22,73,50,26,51,13,45,77,51,64,48,94,39,72
k_77,83,85,14,23,40,3,55,95,67,85,66,30,54,28,28,24,35,63,86,47,44,92,76,64,28,98,36,100,74,50,68,35,34,5,30,73,41,3,18,70,14,5,65,70,13,77,20,49,31,62,46,20,44,32,92,28,86,11,63,65,70,18,51,85,39,40,53,60,58,86,64,17,64,25,98,43,25,71,97,17,76,49,29,14,32,37,45,78,6,51,16,5,79,72,10
k_78,71,40,16,70,72,32,73,65,3,91,44,69,20,6,83,46,92,40,19,21,28,1,30,93,77,21,36,79,80,45,78,85,45,77,66,45,20,9,62,73,25,42,64,75,17,10,20,65,62,36,57,88,44,80,1,26,79,32,17,82,74,99,92,88,58,52,63,42,52,66,61,31,47,25,64,50,97,25,67,78,68,41,60,62,28,64,28,50,39,65,67,27,78,33,82
k_79,42,36,3,75,95,55,89,45,31,94,23,20,88,73,38,5,38,35,79,55,88,58,95,88,6,27,39,56,53,7,63,78,74,91,46,53,7,40,45,35,72,49,42,7,45,74,5,12,57,96,20,39,1,85,89,13,19,63,8,27,88,64,42,84,75,88,100,29,78,49,34,83,8,81,91,72,95,25,85,55,94,25,50,93,67,34,100,76,23,6,93,37,33,79,92
k_80,47,62,28,60,95,4,91,9,78,85,66,63,22,96,80,38,66,85,38,72,98,44,63,100,30,57,29,7,84,1,45,72,67,44,17,57,3,78,75,78,95,17,54,41,32,69,3,31,19,75,80,53,3,91,18,64,62,10,83,89,49,79,41,49,10,14,93,94,100,28,75,13,55,30,33,86,67,74,74,80,100,28,97,15,45,56,76,23,13,88,53,11,91,64,86
k_81,4,79,61,48,12,33,73,71,13,9,90,91,65,96,54,57,14,12,63,18,10,56,3,82,40,5,55,72,83,86,50,66,2,7,33,11,54,37,87,52,89,76,3,94,18,2,64,48,82,22,15,29,54,3,3,95,2,85,30,33,74,4,98,31,18,72,98,47,51,62,74,19,29,46,76,71,94,14,57,57,34,6,16,77,31,99,67,77,2,61,44,66,98,83,41
k_82,60,27,44,8,71,92,90,50,91,37,40,91,87,5,59,62,15,83,91,2,50,94,2,24,82,39,59,86,97,76,5,68,87,81,8,45,46,32,79,74,28,15,23,6,73,30,36,83,27,60,39,23,63,100,59,16,36,35,12,32,50,89,89,92,58,96,27,84,2,77,65,45,14,76,24,92,16,4,44,83,60,22,11,22,11,51,44,41,82,5,64,91,76,90,65
k_83,26,80,20,100,12,29,89,49,44,85,15,98,98,35,14,44,92,42,28,67,94,64,54,79,48,92,78,51,58,29,70,53,19,8,76,5,37,25,97,31,18,44,93,78,87,11,84,28,18,7,9,23,14,13,62,25,53,60,40,91,9,40,45,82,49,70,98,31,16,67,9,34,72,2,73,22,93,71,66,78,51,53,38,57,8,34,15,56,76,73,30,98,67,11,35
k_84,78,41,82,68,9,56,68,65,8,13,58,95,27,48,76,21,15,82,97,65,6,24,8,85,41,65,89,94,54,63,42,70,77,71,85,52,35,39,52,76,31,82,54,63,6,61,33,42,83,5,21,25,67,38,25,41,19,19,88,74,100,66,25,63,3,34,73,5,89,20,97,94,30,43,52,16,44,85,65,86,28,18,53,50,82,75,86,8,32,5,73,33,4,40,85
k_85,11,56,97,42,43,19,14,7,14,85,82,44,14,22,79,1,36,38,91,62,60,88,25,27,64,88,74,71,87,19,93,71,64,8,21,63,11,35,60,40,62,40,100,8,76,58,53,45,8,23,37,71,14,64,72,12,8,77,80,45,18,63,8,43,91,68,29,62,82,3,43,42,76,23,68,30,29,63,5,99,40,90,76,86,31,42,89,52,89,76,36,35,56,34,41
k_86,1,23,4,74,53,31,74,9,40,93,8,10,82,1,99,92,11,75,91,12,90,43,7,44,64,34,1,87,82,60,98,38,58,28,2,14,62,52,27,51,99,90,13,15,72,49,27,69,51,70,45,44,98,61,53,94,86,94,65,91,46,77,53,25,40,85,100,65,46,84,61,98,76,96,81,21,13,18,24,42,2,6,73,59,48,76,64,67,2,21,49,59,61,72,99
k_87,97,74,18,35,73,12,21,65,2,14,93,84,35,97,86,2,2,41,95,86,56,57,50,98,71,80,5,70,34,97,5,15,9,8,13,15,69,52,43,21,61,18,54,16,20,3,7,5,38,82,95,6,34,35,15,11,30,77,41,81,73,50,55,75,75,47,5,63,57,26,61,47,26,19,37,43,68,62,33,18,72,56,14,98,82,81,47,29,82,81,29,87,32,10,75
k_88,65,89,49,67,30,52,67,77,49,83,39,56,40,23,100,4,43,66,93,68,6,36,9,99,12,54,62,83,52,11,56,66,16,69,58,46,54,84,89,37,14,70,72,85,14,14,49,9,36,55,55,24,38,76,15,85,80,77,63,15,25,93,24,6,95,50,40,11,60,16,77,90,15,83,53,73,46,76,27,60,38,73,82,1,51,4,6,38,6,75,9,57,36,80,38
k_89,56,36,51,63,3,24,31,57,75,52,55,42,95,64,64,92,28,74,64,44,11,67,28,14,14,76,84,14,35,18,71,56,2,69,92,69,81,34,20,86,13,73,20,80,12,16,10,56,89,18,66,89,4,48,58,70,21,100,36,73,34,79,29,68,66,4,61,58,21,28,47,92,61,33,55,23,73,9,95,82,20,87,46,58,32,21,32,92,4,2,82,6,64,75,9
k_90,95,95,31,61,16,83,98,94,69,86,88,7,42,63,86,93,51,71,64,3,31,58,76,39,10,69,54,40,49,53,29,39,38,30,9,31,100,99,97,75,58,49,48,19,84,62,20,44,82,22,1,64,28,10,21,64,82,96,60,57,49,92,13,35,68,87,4,65,62,9,87,70,11,62,6,50,72,6,66,4,31,26,98,60,88,24,65,95,14,55,53,61,96,87,53
k_91,9,87,8,29,8,19,53,62,75,40,93,32,54,13,99,53,60,60,13,37,50,73,2,35,36,98,87,63,77,1,44,39,44,92,90,15,83,56,54,91,42,13,46,60,21,12,60,83,76,98,7,93,100,24,36,33,72,20,97,89,38,33,8,83,99,52,8,64,78,23,34,100,19,61,45,10,64,85,40,93,3,25,55,75,100,1,50,44,96,8,83,83,28,33,84
k_92,25,67,70,89,60,65,19,48,46,93,91,15,88,64,29,70,83,48,70,25,15,30,18,97,19,28,83,43,54,17,29,15,79,64,31,37,85,12,99,39,73,68,37,77,98,88,2,21,62,100,29,98,67,25,97,5,64,31,67,65,36,95,8,17,86,60,44,68,87,87,6,19,15,94,85,81,88,92,50,47,42,68,57,90,15,34,95,99,51,8,59,26,54,77,97
k_93,97,75,18,81,7,71,50,17,34,11,56,64,27,64,53,45,58,85,86,64,60,28,96,87,3,34,83,67,77,55,93,43,70,18,56,59,13,84,89,7,78,88,36,60,7,22,17,86,56,79,24,74,50,93,10,49,33,21,68,28,30,79,11,54,22,49,46,38,25,26,51,69,80,5,13,9,26,69,8,95,54,100,31,44,70,71,71,73,51,1,3,63,1,23,79
k_94,65,87,92,82,42,58,35,77,75,81,92,39,3,62,20,3,81,80,73,53,87,19,10,12,15,25,72,21,95,24,23,22,61,74,87,87,73,47,87,20,79,16,66,18,68,84,97,29,6,6,17,10,80,84,91,88,43,17,68,33,100,81,60,41,51,75,4,89,56,91,23,83,5,29,43,89,60,87,99,75,22,62,26,45,39,15,33,70,19,77,19,27,43,34,23
k_95,4,8,13,61,92,61,88,1,83,28,88,10,97,51,86,30,2,22,21,39,41,47,26,59,40,22,2,5,57,71,82,31,27,11,85,50,29,72,17,18,74,83,3,50,80,35,84,36,1,50,37,39,17,66,55,27,99,40,4,8,13,56,31,58,48,34,85,90,29,96,48,48,47,40,62,37,57,96,25,84,28,51,91,56,6,46,37,82,61,69,23,28,78,78,60
k_96,47,34,57,84,1,9,30,17,12,96,10,27,2,29,83,100,57,16,99,34,71,84,85,18,27,18,87,64,18,16,43,40,51,89,74,11,93,90,69,83,34,99,2,46,2,57,85,57,25,97,29,53,19,17,25,41,86,74,45,18,12,52,54,33,79,95,72,84,53,68,95,98,84,29,21,71,44,68,4,3,84,27,29,64,70,20,96,73,53,66,41,68,96,62,85
k_97,26,51,35,83,94,27,31,27,8,35,56,37,54,4,40,71,2,17,83,60,11,16,26,53,19,84,18,22,39,85,67,4,23,24,61,50,25,66,99,22,99,1,74,92,78,83,30,9,50,74,12,82,65,64,25,43,68,52,14,98,80,90,30,7,3,49,52,93,8,37,95,5,35,47,59,30,88,86,74,70,38,44,100,15,15,50,32,86,79,83,63,30,85,61,54
k_98,98,76,96,87,56,71,100,17,81,71,54,60,30,82,42,62,53,30,18,67,58,98,65,74,27,46,63,68,8,21,30,7,54,48,71,41,63,87,77,9,83,48,57,27,48,95,23,2,76,20,43,65,91,6,76,71,85,78,49,74,1,89,87,29,10,11,77,37,89,17,53,17,81,27,87,78,85,11,63,26,15,40,34,20,93,47,96,33,29,95,78,5,15,18,1
k_99,6,66,91,13,8,34,56,54,97,32,71,22,8,80,59,26,43,87,4,93,50,69,16,30,3,74,92,23,95,11,10,85,78,100,97,44,82,1,25,39,62,83,51,74,26,48,21,20,30,53,32,45,2,19,9,80,49,91,96,72,82,1,94,59,78,52,28,77,20,16,19,69,31,37,96,39,24,61,8,95,39,32,7,8,92,94,96,5,100,90,80,38,36,98,38
