commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94
k_68,16,47,1,26,69,55,9,68,7,58,93,25,10,41,27,90,61,33,92,22,81,87,15,71,85,76,16,91,59,27,69,5,17,50,40,77,79,69,47,39,18,8,96,5,67,7,73,78,76,57,72,93,66,23,100,81,97,27,81,43,9,33,70,1,49,46,35,47,15,72,98,98,54,97,42,25,10,85,83,10,69,84,51,83,56,74,57,53,41,91,42,54,21,79,59
k_69,86,19,95,48,55,21,24,19,30,9,30,79,20,57,13,51,44,71,77,15,2,38,36,25,44,87,12,7,97,54,46,1,56,11,24,70,28,30,19,92,38,49,67,36,74,66,13,80,86,59,91,24,62,3,15,73,85,33,24,22,100,1,37,33,17,7,5,82,7,80,68,35,29,62,83,57,14,50,18,77,11,38,32,96,24,13,6,38,33,22,35,33,29,40,53
k_70,56,3,72,81,67,59,15,22,2,6,79,37,23,43,74,49,84,72,89,47,39,60,42,68,6,52,61,66,83,63,2,75,53,55,53,96,94,75,9,31,31,77,30,16,54,59,65,43,88,77,60,38,83,54,20,7,89,9,14,48,82,80,19,73,69,31,90,56,9,92,24,50,67,97,50,64,13,61,9,78,58,2,76,30,73,63,46,55,44,14,73,80,8,22,21
k_71,46,5,73,43,81,28,61,83,47,29,11,24,18,69,100,75,23,71,34,95,50,32,7,64,7,73,3,73,63,9,26,89,49,97,78,36,94,78,49,79,86,3,54,70,84,6,28,28,37,89,30,42,35,12,4,15,31,16,71,93,100,2,84,20,37,64,31,69,94,75,26,85,41,15,69,57,98,53,79,100,77,20,98,40,12,39,63,88,45,56,38,3,96,11,49
k_72,99,75,98,84,99,35,1,36,64,27,88,14,6,16,45,94,56,80,54,16,24,34,5,38,43,53,29,32,25,73,85,75,70,76,81,78,7,12,32,72,72,33,83,74,37,51,54,86,14,16,65,93,90,42,56,24,76,58,34,38,43,45,11,87,93,53,53,23,90,40,91,49,95,73,68,88,33,78,84,1,22,62,55,91,65,94,82,15,2,31,66,52,29,1,25
k_73,49,77,90,30,9,41,39,61,9,19,68,56,41,99,25,28,59,10,8,5,2,38,92,2,45,46,96,51,9,77,10,74,83,19,85,48,54,10,90,90,37,60,7,28,3,82,67,66,57,90,3,31,26,95,53,2,47,41,52,9,58,79,21,27,37,66,42,83,43,91,7,97,38,67,70,58,19,97,82,18,99,37,29,50,8,15,61,13,69,93,92,97,80,81,96
k_74,54,62,77,27,82,90,66,4,39,6,11,40,14,31,38,85,8,79,34,57,53,98,36,11,70,71,44,91,71,21,9,95,97,89,85,32,84,47,55,58,71,61,63,18,18,48,25,75,94,91,25,62,17,27,92,86,95,81,81,27,72,14,40,93,72,70,65,90,53,36,68,51,82,63,54,92,49,80,47,97,28,96,60,18,2,57,19,54,96,27,30,10,65,43,80
k_75,67,50,4,64,75,43,9,57,93,48,17,61,27,12,50,37,36,94,21,34,1,67,97,28,66,28,88,84,76,57,15,32,56,81,11,27,6,6,37,9,11,67,6,3,72,1,7,58,82,41,95,71,93,98,67,14,52,86,55,24,60,100,10,69,14,49,28,43,90,80,18,99,99,93,48,85,33,2,97,48,34,8,81,24,45,39,53,18,26,71,32,85,31,77,96
k_76,47,97,5,64,98,55,13,17,67,7,93,86,58,7,8,10,41,30,35,82,93,9,27,90,21,99,69,95,77,77,79,68,54,29,74,1,40,28,84,26,14,67,17,52,73,72,21,83,75,22,64,52,64,1,18,58,34,2,35,100,4,70,69,57,43,51,19,75,20,96,7,39,8,71,57,100,81,52,3,60,81,8,23,75,30,80,73,83,10,34,10,82,31,33,22
k_77,29,76,87,6,45,56,19,56,45,88,48,47,76,72,84,70,82,63,97,54,62,60,2,6,57,78,43,71,90,6,44,66,31,81,87,13,67,44,8,93,89,3,30,10,69,38,8,10,92,38,99,92,44,8,16,96,90,70,64,85,7,70,58,86,90,50,66,46,53,32,55,22,77,69,96,18,73,40,19,78,71,99,66,37,3,72,91,25,64,8,4,40,34,97,93
k_78,18,18,66,61,19,25,84,47,22,92,8,78,83,8,42,57,33,65,15,91,83,39,84,42,52,69,89,34,56,67,56,78,72,41,77,75,83,15,14,78,3,45,22,80,81,75,37,40,53,62,83,93,35,10,98,53,72,80,93,51,27,71,10,34,31,74,79,39,22,13,60,24,22,97,38,54,31,6,88,67,61,3,3,69,30,48,96,91,70,45,83,15,13,61,94
k_79,11,85,44,7,43,98,57,17,81,46,37,2,39,98,33,42,79,46,6,42,5,68,97,77,83,54,99,22,15,9,71,10,24,92,79,50,56,81,20,66,67,99,24,6,2,51,80,33,66,81,69,34,80,71,65,39,81,75,98,30,33,83,4,52,53,79,13,87,56,30,42,65,67,5,91,60,81,81,60,5,22,47,71,53,59,60,5,47,3,18,10,17,33,57,94
k_80,50,19,34,53,44,7,92,76,60,86,90,48,96,11,60,64,58,28,14,85,51,95,1,75,36,60,40,66,70,62,73,81,70,45,31,28,16,89,30,89,6,14,50,93,1,36,95,48,59,9,40,58,1,95,10,61,62,79,72,60,35,68,93,97,8,36,22,36,7,2,21,43,51,69,13,64,56,73,86,63,92,94,53,81,62,1,17,97,82,1,18,92,28,8,82
k_81,100,42,33,23,81,4,43,91,51,50,52,20,91,56,39,23,4,46,53,45,70,46,65,69,25,30,53,2,85,78,75,84,97,39,97,27,21,62,8,71,98,92,2,17,43,6,74,65,79,95,92,90,86,87,20,12,74,33,26,44,24,6,36,80,32,86,2,44,76,68,6,30,82,20,83,72,54,91,77,50,43,42,30,38,9,9,21,10,18,35,76,63,36,96,44
k_82,19,88,47,75,100,72,84,47,36,17,55,20,98,43,10,96,27,76,14,68,13,14,82,87,86,6,52,84,24,81,26,36,71,43,15,63,98,21,10,99,51,9,5,40,41,51,100,51,84,64,85,54,62,64,97,96,62,46,29,48,1,95,46,98,52,100,5,5,14,16,55,52,73,61,90,41,6,16,70,63,3,24,1,74,43,34,74,38,83,37,33,75,65,84,63
k_83,99,70,84,30,56,48,38,70,61,27,83,43,68,7,21,6,1,6,55,99,46,40,5,44,7,35,64,45,69,12,42,70,21,31,24,40,38,82,49,95,65,86,96,87,7,55,86,69,54,9,64,77,49,4,28,36,67,89,65,25,61,86,53,51,22,99,28,95,51,45,98,52,9,39,98,2,18,27,70,58,35,32,28,64,81,90,89,96,20,7,59,98,74,5,40
k_84,31,57,44,67,70,30,100,58,62,70,84,92,42,35,57,51,14,82,20,49,74,61,49,44,83,47,47,36,40,61,37,28,5,8,85,41,38,43,99,8,3,27,15,16,11,72,1,52,84,99,4,81,82,87,53,95,51,84,60,91,9,65,29,55,15,32,88,56,15,91,71,85,50,64,56,33,88,54,57,80,53,47,69,59,30,26,74,86,86,39,23,42,43,27,39
k_85,12,63,77,78,65,70,74,74,5,3,13,84,34,19,67,6,33,3,58,84,60,2,8,5,27,12,24,26,14,87,79,32,76,45,41,16,43,16,34,20,48,43,31,41,37,59,48,77,80,69,14,92,79,50,29,48,99,76,68,92,56,91,78,54,57,87,3,4,13,54,15,39,75,40,14,73,77,69,95,50,7,55,35,53,46,42,47,56,25,50,78,88,29,63,84
k_86,6,85,79,70,4,23,99,86,28,17,58,8,92,67,22,51,75,43,18,86,93,89,19,21,4,52,73,16,9,9,99,50,85,16,53,62,44,34,35,76,64,15,16,6,45,3,49,54,92,25,80,10,86,38,67,18,10,99,39,61,49,13,16,57,19,70,93,81,82,7,73,83,31,62,81,86,87,7,83,47,86,39,56,2,36,61,75,18,21,55,72,96,9,83,16
k_87,85,70,94,38,53,19,30,31,30,8,23,23,80,39,80,44,76,46,12,44,33,21,33,52,91,18,97,31,19,18,68,78,66,3,94,66,42,62,75,49,8,40,60,38,55,95,66,67,21,6,79,77,73,84,72,78,18,48,57,63,7,11,99,15,1,51,51,46,91,38,51,20,26,26,37,64,14,28,91,97,86,23,95,94,31,44,34,86,99,1,100,34,25,27,15
k_88,83,34,30,25,1,1,49,4,6,2,4,72,60,91,80,99,53,84,49,24,26,60,47,68,14,76,12,14,74,62,49,69,5,68,20,29,66,18,25,91,44,70,3,58,76,93,66,87,23,100,56,86,59,1,59,81,88,4,54,31,97,48,47,57,22,62,32,53,98,13,91,8,69,94,71,60,55,47,90,18,55,23,83,6,49,29,14,95,42,65,90,10,86,78,14
k_89,90,7,36,27,18,2,75,10,5,13,1,54,90,73,19,78,93,61,18,57,19,16,69,51,19,81,37,85,79,76,51,74,92,52,65,49,13,28,53,32,15,24,96,68,1,7,54,36,36,12,93,38,12,10,34,42,54,77,37,71,85,91,45,18,65,37,35,77,28,71,67,91,67,99,46,96,45,33,61,34,91,74,58,90,76,35,2,47,4,33,68,80,51,66,69
k_90,88,81,48,100,77,19,81,53,95,96,2,62,5,54,83,59,50,38,80,19,43,73,30,84,62,73,9,61,28,7,80,99,16,51,2,62,70,43,71,19,23,17,95,6,86,88,100,65,84,89,48,11,32,43,23,55,77,56,45,24,93,15,65,68,91,48,25,81,46,10,49,46,96,84,10,8,40,31,84,32,8,32,8,92,13,86,97,8,58,15,88,29,19,83,22
k_91,18,88,67,49,52,73,79,29,88,7,84,15,71,95,55,89,22,41,40,45,12,81,94,21,61,88,37,52,61,61,76,50,11,89,61,43,98,71,81,58,16,42,27,87,90,28,85,63,79,96,92,8,94,86,32,65,94,76,6,67,89,24,38,59,100,28,28,36,23,36,42,91,48,78,27,11,39,51,61,23,31,8,10,38,37,14,2,28,76,30,80,43,90,63,27
k_92,52,98,12,18,100,29,78,60,13,95,15,55,39,96,97,55,22,13,41,23,42,78,33,39,58,35,71,67,92,34,50,85,90,92,47,28,93,72,71,93,14,41,86,45,6,50,26,73,44,53,73,48,31,38,20,83,85,74,88,49,95,78,21,94,94,3,88,43,41,20,92,74,15,11,96,40,67,81,17,60,91,57,22,13,52,51,67,28,39,93,34,27,76,1,8
k_93,85,85,25,48,40,63,27,64,90,86,99,63,10,62,85,3,47,54,71,39,93,88,31,36,48,48,32,54,79,25,21,81,10,37,50,54,19,99,34,67,24,45,74,82,62,45,18,65,34,60,31,4,75,69,47,44,36,41,63,60,94,14,2,25,67,28,37,73,69,63,26,40,69,5,48,65,5,72,87,17,99,47,25,83,81,88,46,10,48,36,87,14,74,3,74
k_94,50,18,17,87,99,56,51,55,3,80,28,63,79,45,47,78,26,41,33,91,36,57,98,44,59,78,23,96,62,30,20,31,18,60,82,42,67,8,74,69,49,1,34,45,6,12,62,90,35,42,34,29,64,16,25,49,34,51,13,22,90,81,34,84,28,65,72,72,61,71,58,36,67,19,51,99,56,33,13,59,17,49,89,9,62,75,62,89,51,78,75,40,36,58,47
k_95,51,17,53,16,69,62,77,41,27,58,36,28,20,44,43,11,91,52,90,68,89,32,75,5,97,85,99,55,93,34,59,40,70,42,73,10,45,54,63,43,25,75,40,70,15,49,82,16,80,13,86,40,19,35,41,79,15,52,5,10,74,86,3,41,25,92,26,96,31,28,22,28,56,53,70,35,20,96,82,57,92,83,3,24,3,64,61,78,26,11,2,39,38,53,11
k_96,93,94,63,86,17,72,83,12,7,76,68,47,33,49,45,80,82,13,81,48,10,69,4,65,3,12,83,39,87,92,40,51,29,72,26,87,75,80,76,31,59,48,56,17,88,61,62,61,23,45,23,86,2,19,13,29,24,51,29,15,72,94,1,2,99,30,92,88,67,44,35,43,65,35,83,37,25,40,60,11,91,91,2,88,32,29,68,97,7,53,62,9,30,51,4
k_97,100,51,63,16,77,41,89,47,29,27,39,36,88,50,68,58,83,69,59,7,96,100,89,21,62,98,57,27,50,1,10,60,52,47,11,96,37,61,67,52,92,33,86,84,53,99,92,78,57,45,78,11,10,99,71,51,100,1,10,63,6,34,6,60,63,29,16,84,28,16,80,53,85,70,34,10,74,16,12,23,58,12,49,3,13,83,69,22,1,47,58,64,76,91,67
k_98,26,43,17,21,15,14,70,41,31,6,33,5,96,43,90,69,65,35,21,93,2,34,25,98,30,97,7,70,83,8,56,40,100,55,4,74,63,59,67,44,37,47,86,18,54,56,26,97,60,84,63,22,91,84,89,76,29,31,33,28,18,26,88,79,76,71,7,80,44,67,99,57,42,44,32,97,94,86,62,5,7,35,19,87,100,91,11,78,88,85,84,57,55,25,7
k_99,86,48,6,7,1,15,52,30,89,10,89,3,2,67,72,17,43,80,48,9,57,62,97,71,39,41,62,69,100,11,78,10,8,42,16,65,70,61,69,54,42,73,22,52,91,19,1,55,61,35,33,59,54,56,30,7,55,24,91,72,77,94,4,9,37,32,35,43,16,18,57,27,3,8,74,2,42,82,68,64,12,66,77,42,30,15,63,80,18,10,71,76,80,45,51
