commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_8,e_9
k_86,47,38,2,7,11,79,52,83,40,18,26,93,1,13,79,42,57,64,33,18,83,42,3,18,91,39,1,60,82,12,74,97,99,28,59,76,67,29,17,6,38,95,37,26,6,92,59,55,29,36,84,7,32,49,25,68,66,68,99,32,93,49,46,94,93,96,92,44,77,36,92,62,14,76,71
k_87,90,11,65,35,71,36,92,70,3,96,20,68,23,26,16,90,63,35,52,54,27,24,32,7,62,39,51,66,47,7,23,22,1,14,32,66,78,62,1,15,72,64,87,52,27,100,59,5,51,53,50,10,45,44,27,73,19,41,67,59,26,17,42,9,55,7,95,11,28,3,1,95,99,89,95
k_88,23,96,55,19,25,15,72,6,80,22,4,99,55,64,17,83,94,99,25,81,55,50,62,1,97,87,99,39,42,33,69,5,50,16,66,64,17,53,75,75,48,69,34,12,4,82,45,23,48,16,39,62,58,16,26,75,73,46,70,45,38,7,22,50,100,61,99,24,67,42,24,15,51,79,80
k_89,76,90,90,50,61,32,22,6,51,59,94,32,65,50,66,60,99,91,3,71,55,20,61,58,75,38,45,26,19,1,65,70,10,94,18,81,34,39,59,77,50,81,61,45,53,4,4,62,30,85,100,78,79,10,99,69,56,86,63,41,45,94,33,14,5,36,73,96,74,33,49,95,78,19,96
k_90,17,88,63,32,46,56,4,58,7,80,11,75,83,22,100,51,89,65,61,48,73,6,13,66,44,30,100,97,64,31,31,33,36,31,59,17,54,93,45,46,82,16,5,87,69,39,94,3,53,43,26,7,67,36,17,79,41,95,62,92,39,56,92,53,27,74,59,38,7,53,22,70,35,80,81
k_91,36,31,6,68,53,60,85,91,46,20,4,1,34,41,40,29,11,65,79,25,17,56,56,30,60,74,55,28,75,21,5,11,29,66,57,23,35,92,52,60,10,85,48,37,19,2,80,63,7,5,96,43,13,36,69,29,60,58,7,18,79,30,7,71,45,79,1,65,8,94,18,34,52,94,77
k_92,59,14,42,43,97,53,67,10,12,35,91,65,46,11,25,97,4,90,80,18,14,22,84,28,85,46,28,60,97,14,19,91,97,17,89,87,52,55,82,77,83,6,24,68,84,62,10,92,40,91,14,82,86,64,48,67,60,70,95,1,49,47,52,24,30,1,74,41,42,88,25,77,55,49,89
k_93,48,71,64,33,5,91,62,67,30,80,100,28,13,63,6,42,39,81,44,39,83,39,71,54,48,6,81,39,80,7,44,2,42,81,33,85,51,96,93,54,87,67,24,35,35,54,24,92,58,17,14,12,52,66,46,31,52,8,97,29,62,2,71,96,92,84,51,64,94,48,41,52,75,83,72
k_94,17,5,77,68,2,5,74,13,94,92,42,15,6,63,44,28,8,30,82,85,12,76,80,48,26,74,90,45,18,88,71,55,60,97,36,53,70,66,88,71,5,21,18,73,69,77,90,78,4,33,21,2,27,35,62,25,84,30,92,62,26,16,80,8,76,29,85,5,27,79,84,21,78,66,9
k_95,43,27,68,69,20,25,48,20,16,88,66,90,39,29,56,65,85,75,5,26,55,19,95,91,70,99,16,51,21,49,93,34,36,32,25,36,70,68,64,47,8,76,29,44,56,11,57,63,39,62,18,75,23,87,89,18,38,36,8,77,3,82,24,96,84,28,73,94,24,53,33,62,66,22,41
k_96,100,24,16,45,34,35,72,66,20,20,45,6,4,99,31,20,55,88,84,25,12,1,89,33,50,65,88,82,55,92,16,12,82,10,55,79,91,83,77,75,48,48,84,24,62,48,59,43,17,60,78,25,55,97,56,5,76,56,7,3,51,69,83,97,45,87,77,64,59,94,87,9,8,10,97
k_97,99,29,88,98,6,24,9,39,34,82,89,27,81,66,72,83,42,22,59,12,39,86,83,1,32,82,100,97,40,72,36,76,32,56,11,71,69,35,8,37,100,73,61,16,48,66,6,83,27,24,27,73,36,74,41,3,78,38,99,33,5,64,29,85,43,87,58,81,98,25,73,46,23,23,68
k_98,16,100,26,72,33,68,32,90,15,91,64,100,42,51,43,79,40,52,6,55,20,85,77,56,60,36,45,79,40,12,79,17,39,96,17,26,48,37,25,91,31,97,70,43,62,99,19,40,6,71,43,11,84,88,66,98,80,90,76,54,52,57,84,35,98,7,77,11,53,30,59,92,18,25,75
k_99,70,41,48,14,59,44,66,86,59,34,16,12,79,86,81,43,1,19,93,38,50,23,58,42,22,41,2,66,5,50,20,53,60,2,92,26,62,93,100,12,46,56,1,49,56,49,46,59,20,85,53,15,64,6,89,17,61,80,36,49,49,54,67,17,81,60,78,90,67,100,39,45,52,91,90
