commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94
k_68,69,67,97,79,94,10,64,62,3,47,10,43,11,1,79,93,27,32,1,25,42,84,93,98,47,16,15,49,25,1,26,25,70,79,97,44,19,53,91,49,1,66,45,17,25,90,5,21,56,77,83,86,99,67,84,85,29,29,12,67,71,7,65,95,4,28,79,38,59,18,87,81,74,30,43,93,40,23,59,11,38,40,4,74,97,8,77,32,33,78,84,95,80,75,11
k_69,88,27,40,39,20,30,86,46,97,78,11,90,95,82,20,43,29,99,39,99,32,40,41,7,66,42,44,78,81,53,85,45,71,25,46,61,32,84,2,59,29,85,70,31,31,90,63,85,60,32,25,34,55,15,11,57,39,31,20,45,50,28,28,85,6,15,86,60,67,42,32,21,42,87,27,18,32,100,77,6,15,18,15,76,30,43,71,94,87,89,93,65,69,86,7
k_70,7,45,37,87,82,56,35,23,79,70,46,18,81,84,79,34,97,73,60,91,57,47,96,2,96,92,81,80,28,72,25,74,1,43,46,60,77,42,77,28,32,47,93,16,51,21,29,69,35,8,85,61,74,69,97,21,87,21,4,7,50,31,29,2,34,82,21,85,51,1,52,32,56,26,62,73,22,83,51,27,20,50,16,87,100,59,46,37,84,43,54,35,86,23,73
k_71,4,78,36,89,71,10,12,43,43,53,92,66,30,94,43,25,77,50,72,27,89,15,78,7,40,64,5,30,78,3,14,42,38,94,70,20,38,22,75,44,19,90,64,51,74,93,26,28,90,89,1,4,59,64,49,31,66,100,27,26,35,49,100,33,36,81,31,26,71,48,2,52,88,14,11,64,100,97,69,71,92,48,90,90,85,40,91,75,61,25,18,13,59,92,36
k_72,76,70,8,54,61,70,99,71,40,18,77,47,53,68,31,49,63,96,37,38,76,97,73,21,17,62,95,98,66,3,46,27,56,41,72,74,71,7,55,7,90,64,14,33,14,29,80,45,76,30,18,77,86,80,24,21,31,71,54,15,60,5,28,43,60,30,11,37,11,8,34,52,2,27,21,71,28,45,64,79,34,59,56,2,86,38,84,64,2,21,78,70,22,98,50
k_73,39,89,100,39,62,45,29,64,62,3,27,52,6,87,31,85,62,100,9,31,98,38,33,11,95,94,34,76,69,61,31,37,3,57,23,87,52,96,37,26,29,6,27,58,52,73,38,8,68,32,53,96,20,90,32,19,10,92,15,29,7,47,81,1,33,18,93,39,14,21,60,16,61,64,11,72,53,25,30,34,52,80,49,18,69,35,64,70,79,77,93,85,43,49,1
k_74,86,36,28,74,46,51,53,7,48,19,47,59,89,18,44,50,51,32,53,76,34,27,83,96,26,93,64,60,14,72,66,86,75,11,67,98,19,65,89,8,72,72,12,31,25,95,7,15,88,10,27,35,65,33,78,42,26,45,32,77,26,44,7,96,7,8,84,1,29,89,96,89,14,46,54,22,23,43,18,95,24,20,85,47,30,67,6,28,97,17,23,58,64,37,29
k_75,59,12,89,72,74,61,58,89,56,30,65,50,99,65,28,89,71,49,18,58,44,65,80,39,17,52,14,31,49,15,44,4,26,91,80,11,87,96,49,91,22,71,70,60,37,16,37,34,17,55,25,46,96,64,51,4,84,55,80,11,64,33,55,27,24,55,60,47,37,84,68,32,84,45,51,75,47,30,36,39,60,7,25,72,65,64,47,41,94,36,88,98,78,46,69
k_76,71,57,63,100,69,70,51,20,6,35,67,12,58,89,92,65,68,74,73,29,61,35,46,61,77,78,5,99,43,38,94,9,64,13,5,57,66,100,44,46,98,8,67,87,38,61,48,84,16,66,98,38,86,46,46,48,58,40,70,15,96,89,46,81,28,73,62,34,7,60,94,17,14,83,61,83,70,58,14,93,74,64,24,87,51,15,17,77,48,21,78,96,62,38,33
k_77,94,26,56,50,75,3,17,39,85,60,10,44,76,34,69,53,33,99,65,16,85,96,3,86,87,28,13,78,58,21,65,19,30,67,10,14,31,89,34,12,62,37,56,73,78,47,90,56,14,55,26,46,41,97,67,55,86,14,41,51,6,99,10,59,92,39,18,59,80,75,16,47,17,42,57,91,43,64,41,86,9,10,46,38,43,15,69,48,4,58,33,43,61,82,84
k_78,56,70,25,45,45,99,71,12,72,58,59,31,83,66,69,20,10,28,90,5,87,42,89,2,9,38,58,51,36,44,78,7,40,42,51,49,53,63,90,4,26,75,99,100,41,58,21,72,49,81,22,3,24,81,19,80,40,95,63,56,95,46,68,95,24,93,61,85,78,92,6,92,17,34,46,83,75,31,63,23,79,51,97,93,22,60,43,31,71,71,55,100,75,94,12
k_79,52,16,57,32,11,28,4,57,26,48,50,75,2,15,85,69,20,61,88,29,59,84,38,62,16,17,60,87,6,37,71,57,90,43,13,69,19,74,53,24,59,27,16,63,60,89,69,70,67,84,64,83,1,42,14,57,30,60,9,59,87,65,13,99,22,48,25,16,46,93,28,36,20,25,92,25,24,21,44,60,63,22,17,74,24,55,4,55,95,70,6,68,32,80,40
k_80,43,40,30,64,88,73,83,37,62,45,90,5,94,86,67,19,79,34,28,71,19,28,37,38,61,62,74,32,7,60,76,86,90,46,66,50,31,42,56,66,83,22,32,19,50,70,26,39,98,32,72,84,42,75,77,97,57,70,82,26,78,10,73,38,43,78,78,75,61,60,75,5,15,70,9,78,67,62,19,14,18,66,95,57,34,31,68,33,51,36,71,38,98,44,61
k_81,77,35,42,30,4,24,79,42,30,79,19,12,55,48,45,79,41,24,90,11,72,10,12,19,30,66,48,67,93,66,35,4,56,70,7,32,44,87,59,54,1,39,10,12,43,61,66,11,44,96,93,27,46,27,90,62,35,44,73,61,92,59,83,45,94,36,80,70,82,90,13,3,1,52,90,16,60,7,33,27,64,57,87,41,25,39,77,74,59,24,43,34,67,22,76
k_82,32,82,26,57,16,10,33,41,85,87,86,24,58,20,49,71,44,9,55,31,65,88,81,70,28,42,7,38,56,11,6,97,98,82,78,40,53,48,96,47,47,20,34,4,87,29,90,37,25,95,79,35,87,6,87,48,87,19,39,43,70,52,65,55,30,61,71,26,90,19,22,43,90,84,4,8,20,25,62,52,32,69,38,30,29,51,32,37,49,13,44,74,21,14,15
k_83,97,40,46,97,40,21,46,88,67,67,12,6,5,91,15,17,51,55,27,96,84,3,51,76,96,50,71,84,62,29,84,76,55,8,3,40,52,27,18,54,66,75,3,73,75,14,8,99,60,99,54,24,33,53,36,83,62,5,5,47,75,98,49,11,55,87,18,13,77,29,9,52,66,92,1,30,82,16,65,12,77,71,39,73,8,68,31,28,69,69,99,29,51,59,15
k_84,39,96,20,57,22,4,51,10,27,32,18,27,94,65,19,47,76,74,41,33,18,75,84,77,14,37,60,95,20,16,16,23,56,51,31,54,35,33,9,5,18,42,76,42,74,19,36,43,87,72,61,55,72,26,67,21,97,83,85,59,87,25,2,1,57,15,45,68,6,57,37,84,83,30,69,57,9,9,7,54,99,63,60,57,7,79,65,48,81,3,63,82,76,33,36
k_85,68,94,6,7,74,68,83,67,61,54,5,29,51,84,2,24,73,17,40,65,41,54,41,70,41,10,77,95,97,69,7,15,17,76,9,46,59,21,79,62,24,83,59,29,50,27,100,13,78,36,71,100,30,41,52,22,53,86,41,36,91,44,98,91,9,75,21,47,75,25,80,85,4,50,2,71,54,49,14,62,63,55,53,21,63,70,88,68,10,100,2,89,31,65,100
k_86,27,91,94,76,5,36,61,98,51,70,68,82,40,62,81,65,82,59,98,53,37,38,66,10,54,7,58,39,58,12,35,80,85,8,22,79,3,51,52,67,73,80,97,3,30,49,75,43,28,25,1,47,77,47,96,86,4,45,90,3,98,81,13,81,70,48,29,31,80,61,80,32,71,100,60,32,40,98,77,92,91,64,20,30,75,92,44,80,3,94,29,14,91,51,93
k_87,68,100,78,23,73,13,4,84,76,95,73,65,42,30,55,32,69,28,60,91,97,85,15,7,11,11,44,29,29,99,58,26,90,26,92,9,94,31,16,90,23,9,45,19,53,28,7,94,28,77,53,50,48,37,77,36,59,23,4,72,49,31,98,33,82,71,86,71,16,98,14,97,30,42,51,18,21,1,74,39,24,78,33,39,59,82,8,98,64,56,78,36,20,56,78
k_88,12,40,64,66,28,8,51,57,6,3,64,65,75,10,71,63,1,99,65,96,45,72,46,78,42,56,57,73,92,3,74,30,84,42,46,16,13,39,11,5,23,50,77,8,21,34,44,78,42,27,42,27,5,3,4,76,2,80,15,73,28,25,83,13,55,74,97,30,49,45,5,47,70,60,43,87,55,18,61,69,19,57,38,54,3,20,100,84,74,30,67,86,62,14,11
k_89,2,60,64,33,65,36,47,80,92,32,16,60,79,58,27,94,35,46,6,21,5,82,24,91,18,26,80,100,44,84,6,96,25,79,33,32,14,98,13,27,68,58,47,14,63,61,17,98,76,35,63,50,55,97,79,56,12,7,52,63,56,71,64,29,71,46,13,92,6,43,14,34,39,50,26,73,20,66,61,93,42,54,2,89,95,93,71,39,70,12,87,53,80,90,29
k_90,94,64,34,20,66,8,42,57,71,86,8,39,80,19,77,40,24,98,31,95,52,80,97,43,91,18,81,43,38,69,81,32,45,62,42,34,95,47,99,70,34,64,93,83,53,82,83,82,43,73,77,8,66,86,92,42,65,24,26,48,90,73,16,14,64,79,88,27,78,60,68,23,4,89,87,36,59,59,95,38,25,91,50,72,82,48,25,24,38,66,32,64,97,20,20
k_91,97,60,23,34,61,99,45,17,40,44,80,62,42,38,41,57,29,71,98,10,59,95,82,35,9,16,95,73,92,35,46,83,4,91,74,43,87,47,53,64,84,58,75,17,66,33,97,1,12,14,39,57,50,64,55,16,74,93,41,53,14,100,51,39,25,62,99,41,83,56,55,20,82,12,92,47,12,67,60,70,31,67,21,95,41,85,96,94,4,48,95,38,67,97,25
k_92,13,32,36,2,82,32,2,13,27,25,6,91,62,8,13,51,76,89,69,51,35,43,97,3,49,74,73,74,92,54,64,88,76,25,57,62,7,11,83,59,22,3,28,58,31,65,6,44,94,94,81,27,22,54,43,14,88,70,74,82,25,15,39,28,13,90,87,84,71,33,14,70,36,95,63,30,55,62,20,76,21,42,89,51,52,59,31,71,99,37,46,73,93,32,72
k_93,77,49,58,38,21,19,63,22,61,61,59,24,37,15,15,58,22,1,44,59,60,20,23,21,1,77,6,30,7,86,2,57,61,80,79,39,62,94,50,65,93,25,56,32,52,11,19,67,71,83,50,9,76,38,40,88,62,94,72,62,95,77,98,61,61,35,63,94,84,78,47,41,38,21,8,31,79,38,99,98,45,72,25,86,74,22,17,92,62,81,84,37,4,74,42
k_94,89,20,15,8,11,82,33,38,82,56,40,90,74,85,91,80,85,7,53,88,4,88,9,2,67,71,13,82,61,25,78,20,71,8,48,31,77,88,93,72,24,68,47,7,75,30,3,30,40,70,73,38,91,7,66,82,10,10,15,7,59,73,93,73,1,97,83,52,78,46,24,77,28,85,30,3,99,98,75,68,22,88,52,100,18,5,28,42,85,14,4,41,71,53,4
k_95,56,33,54,46,30,90,54,83,62,62,24,75,5,99,9,50,17,71,19,14,58,28,65,68,99,32,47,27,81,50,58,18,46,31,73,32,79,58,24,18,12,76,4,99,86,65,65,61,70,45,2,34,55,8,36,89,100,3,35,10,34,85,38,57,71,94,56,99,26,77,59,59,29,100,59,79,41,35,62,47,14,60,31,19,74,10,19,39,7,93,27,93,91,20,78
k_96,99,86,96,18,83,88,45,42,79,91,11,62,94,39,75,86,12,26,46,46,90,64,84,58,61,63,24,66,48,64,78,36,29,77,6,29,94,42,90,48,100,25,96,38,86,41,69,22,58,27,47,50,71,31,21,15,47,94,45,51,14,22,44,22,45,55,54,36,74,4,98,76,91,16,79,7,60,27,91,97,13,38,18,99,70,10,25,32,99,49,100,100,82,64,89
k_97,59,35,89,58,2,40,15,77,34,43,80,90,65,88,10,42,17,8,54,53,88,21,72,12,70,55,5,41,77,78,36,56,98,37,56,57,7,78,62,65,8,48,51,88,21,26,13,20,21,53,95,84,54,34,37,81,18,83,2,76,21,43,74,23,84,47,3,77,41,28,69,53,80,42,66,32,58,63,63,50,24,19,5,5,29,26,91,93,18,82,1,88,88,37,92
k_98,13,61,6,99,20,80,33,3,2,26,71,97,87,55,73,94,35,77,28,21,20,31,61,70,2,24,46,27,98,13,10,13,22,31,4,51,12,8,56,55,32,69,77,54,14,95,33,95,34,51,62,21,66,62,26,27,42,87,88,68,29,31,76,88,22,34,23,88,60,96,75,8,67,11,28,88,23,10,64,23,32,69,16,24,55,41,21,64,99,75,16,51,71,32,65
k_99,46,51,79,49,66,57,39,85,96,51,70,61,5,32,76,78,41,52,29,86,10,5,96,36,28,60,97,22,70,52,30,82,16,40,20,11,39,40,4,37,79,22,87,69,67,90,32,6,25,100,26,25,25,8,27,81,21,18,69,55,14,32,8,66,70,16,85,39,65,14,59,78,21,95,48,27,22,25,42,4,24,53,59,16,80,52,16,66,34,90,10,29,28,55,42
